,frame,cycles,real_time,ang_x_accel,ang_y_accel,ang_z_accel,ang_x_vel,ang_y_vel,ang_z_vel,lin_x_accel,lin_y_accel,lin_z_accel,lin_x_vel,lin_y_vel,lin_z_vel,x,y,z,depth,pitch,roll,yaw,target_z,target_x_vel,target_y_vel,target_yawrwate
29,76,760000000.0,16.687236547470093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.007389068603516,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
30,78,780000000.0,17.212166786193848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.479945182800293,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
31,80,800000000.0,17.792078733444214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.215537071228027,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
32,82,820000000.0,18.34435725212097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.159012794494629,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
33,84,840000000.0,18.921321868896484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.1599760055542,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
34,86,860000000.0,19.502460479736328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.065479278564453,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
35,88,880000000.0,20.71488380432129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,12.996686935424805,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
36,90,900000000.0,21.80503010749817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.784191131591797,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
37,92,920000000.0,22.56044602394104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.44208812713623,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
38,94,940000000.0,23.11358618736267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.184907913208008,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
39,96,960000000.0,23.915517568588257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,12.960952758789062,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
40,98,980000000.0,24.72343111038208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.319058418273926,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
41,100,1000000000.0,25.304595232009888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.193721771240234,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
42,102,1020000000.0,25.8868989944458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.570488929748535,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
43,104,1040000000.0,26.469903707504272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.343024253845215,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
44,106,1060000000.0,27.054617881774902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.381553649902344,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
45,108,1080000000.0,27.622365713119507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.485655784606934,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
46,110,1100000000.0,28.162903547286987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.494540578685701e-05,0.0,0.0,-3.96287202835083,13.207207679748535,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
47,112,1120000000.0,28.726526737213135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4960106859216467e-05,0.0,0.0,-3.96287202835083,13.372110366821289,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
48,114,1140000000.0,29.311355590820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4960106859216467e-05,0.0,0.0,-3.96287202835083,13.155186653137207,0.0,0.0,1.0471968585448042,0.0,0.0,0.0,0.0
49,116,1160000000.0,33.67003345489502,-0.007750317919999361,-0.02711407281458378,0.0003318058734294027,-0.020035166293382645,-0.07606660574674606,-0.00011859621736221015,-0.5016050338745117,-0.5025207996368408,0.1041116714477539,0.37065526843070984,0.3700951933860779,-0.04165322333574295,10.0174560546875,10.016247749328613,-3.9128971099853516,100.08807373046875,0.07018093219124895,0.018765077803243452,1.047370222165916,0.0,0.0,0.0,0.0
50,118,1180000000.0,34.45734167098999,-0.007347273174673319,0.0005819136858917773,-1.2752271913996083e-06,0.002901281462982297,-0.007863210514187813,9.517511330159323e-07,-0.09773986786603928,0.04630670323967934,0.0042667388916015625,-0.07905161380767822,-0.1638193130493164,-0.005307928193360567,10.263742446899414,9.909371376037598,-3.9060163497924805,6.2353363037109375,0.0008952556974673089,0.011005256274989649,1.0469616734324279,0.0,0.0,0.0,0.0
51,120,1200000000.0,35.63445043563843,0.005826383829116821,0.0015122265322133899,-8.795316261966946e-07,-0.001831884030252695,0.008636053651571274,6.068159450478561e-07,0.12237648665904999,-0.0446968749165535,8.20159912109375e-05,0.07329715043306351,0.18157197535037994,-7.520488725276664e-05,9.757267951965332,10.144434928894043,-3.9117133617401123,6.5026044845581055,-0.0022976366492384716,-0.013089724802079547,1.046717834466343,0.0,0.0,0.0,0.0
52,122,1220000000.0,36.39611268043518,-0.0012991868425160646,-0.006171221844851971,1.5521536624873988e-06,0.009227873757481575,-0.0021349515300244093,1.2301592278163298e-07,-0.09857509285211563,-0.09887530654668808,5.7220458984375e-06,0.14326928555965424,-0.15305368602275848,-3.3189782698173076e-05,10.263375282287598,10.23241138458252,-3.911755323410034,5.6776227951049805,0.013752827859020418,0.0036530162195904524,1.0465269990979618,0.0,0.0,0.0,0.0
53,124,1240000000.0,36.9873309135437,-0.006447162013500929,0.00127501564566046,-1.4416227713809349e-06,-0.0021885097958147526,-0.009749582968652248,-1.389967536624681e-07,-0.10494343936443329,0.10337000340223312,5.7220458984375e-06,-0.1604894995689392,-0.15212495625019073,-2.2415111743612215e-05,10.246482849121094,9.776249885559082,-3.911755323410034,7.030873775482178,-0.0037643531671560453,0.014533671794926177,1.0463046442896191,0.0,0.0,0.0,0.0
54,126,1260000000.0,37.818416595458984,0.005099189002066851,0.004981446545571089,3.837054123323469e-07,-0.007216994185000658,0.008007063530385494,1.319176931247057e-06,0.15620005130767822,0.02737487107515335,1.9073486328125e-06,-0.033140428364276886,0.23596325516700745,-6.204201326909242e-06,9.670454978942871,9.98720932006836,-3.911755323410034,6.554073810577393,-0.010393687719540712,-0.01239197855908045,1.0461280724299986,0.0,0.0,0.0,0.0
55,128,1280000000.0,38.553632736206055,0.002859990345314145,-0.00708302017301321,8.539525708783913e-08,0.010741719976067543,0.004110290668904781,-1.2881963584732148e-06,-0.032863691449165344,-0.16623181104660034,1.239776611328125e-05,0.24781692028045654,-0.057654835283756256,1.2537328075268306e-05,10.125319480895996,10.393898963928223,-3.911755323410034,6.006497383117676,0.016358346504271346,-0.005606591640218775,1.0457478330583643,0.0,0.0,0.0,0.0
56,130,1300000000.0,39.14385962486267,-0.007431512698531151,-0.0032245968468487263,-7.949669225126854e-07,0.004485706798732281,-0.011276218108832836,1.4687791463074973e-06,-0.1756906658411026,0.03243805840611458,9.5367431640625e-06,-0.057481441646814346,-0.2620134949684143,2.8555110475281253e-05,10.416242599487305,9.925488471984863,-3.911755323410034,7.04123067855835,0.006130031673461492,0.017170862642052916,1.0455982464473965,0.0,0.0,0.0,0.0
57,132,1320000000.0,39.73246932029724,-0.0035073698963969946,0.007616753224283457,8.842396255204221e-07,-0.011810863390564919,-0.004917546175420284,-1.6930069932641345e-06,0.03125135973095894,0.18575826287269592,5.7220458984375e-06,-0.2770526707172394,0.0561482310295105,3.7950961996102706e-05,9.928024291992188,9.612391471862793,-3.9117486476898193,6.820476055145264,-0.017997225039159674,0.00676189468753483,1.045216873590295,0.0,0.0,0.0,0.0
58,134,1340000000.0,40.32241177558899,0.008203037083148956,0.003869513515383005,-1.1997375395367271e-06,-0.00531374104321003,0.012410581111907959,1.9426686321821762e-06,0.19614559412002563,-0.0310924481600523,1.33514404296875e-05,0.05641457065939903,0.2926056385040283,3.9853570342529565e-05,9.590563774108887,10.124258995056152,-3.911736488342285,6.209308624267578,-0.007310738219837661,-0.01890449967301673,1.0450467085305692,0.0,0.0,0.0,0.0
59,136,1360000000.0,40.87286686897278,0.005116949789226055,-0.008050413802266121,2.501228024698321e-08,0.012286186218261719,0.007093863561749458,-2.246244775960804e-06,-0.008061675354838371,-0.2085169106721878,1.430511474609375e-05,0.3120858073234558,-0.022421345114707947,3.87791806133464e-05,10.075425148010254,10.491409301757812,-3.9117209911346436,5.704130172729492,0.018805554602208813,-0.009986934360652242,1.0445666499720079,0.0,0.0,0.0,0.0
60,138,1380000000.0,41.44693613052368,-0.008305014111101627,-0.00572643056511879,-1.82343214305547e-07,0.00817964132875204,-0.012519109062850475,2.499353513485403e-06,-0.2196163535118103,-0.003407556563615799,-6.67572021484375e-06,-0.005807359702885151,-0.3292081356048584,3.8152695196913555e-05,10.518767356872559,9.999894142150879,-3.9117019176483154,6.399106502532959,0.011568646356808043,0.019190742800583253,1.0444061481934517,0.0,0.0,0.0,0.0
61,140,1400000000.0,41.98299813270569,-0.007174378260970116,0.0074944524094462395,-1.157077690550068e-06,-0.011679227463901043,-0.010498136281967163,-2.751285137492232e-06,-0.03872568905353546,0.22714002430438995,6.67572021484375e-06,-0.3420533537864685,-0.04670557379722595,3.818135155597702e-05,10.079167366027832,9.51078987121582,-3.9116854667663574,7.244240760803223,-0.018032583024404972,0.015077054052791758,1.0437877976963998,0.0,0.0,0.0,0.0
62,142,1420000000.0,42.55215120315552,0.007489140145480633,0.008157841861248016,2.211940682173008e-06,-0.011837910860776901,0.011563005857169628,2.903709400925436e-06,0.2358195036649704,0.05610468238592148,-9.5367431640625e-07,-0.07217240333557129,0.3557911813259125,3.578660835046321e-05,9.490628242492676,9.93449878692627,-3.9116616249084473,5.980289459228516,-0.01705422974900742,-0.01789319423898089,1.0436434864627904,0.0,0.0,0.0,0.0
63,144,1440000000.0,43.09912705421448,0.009391430765390396,-0.006753162480890751,-2.028673861786956e-06,0.010614900849759579,0.013779053464531898,-2.8537849630083656e-06,0.08758004009723663,-0.23907442390918732,-1.9073486328125e-06,0.3619099259376526,0.1190461814403534,3.854899114230648e-05,9.865939140319824,10.571732521057129,-3.9116415977478027,6.00839900970459,0.016546490955196284,-0.020004327623452035,1.042858375860825,0.0,0.0,0.0,0.0
64,146,1460000000.0,46.54882788658142,-0.02522149682044983,-0.03727397322654724,0.0006539762252941728,-0.042442116886377335,-0.06472717225551605,-0.00022754987003281713,-0.6477932929992676,-0.31845030188560486,0.10522651672363281,0.48174238204956055,0.23547068238258362,-0.04337428882718086,20.027748107910156,15.012465476989746,-3.882795572280884,2.8862533569335938,0.061560806196936727,0.040888018499728014,1.0434406278431752,0.0,0.0,0.0,0.0
65,148,1480000000.0,47.24484157562256,-0.00677083944901824,0.0037175624165683985,-1.5976360145941726e-06,0.0027927698101848364,-0.009942401200532913,1.0819863973665633e-06,-0.09188799560070038,0.04675066098570824,0.0046176910400390625,-0.1003706157207489,-0.1558607667684555,-0.007026904262602329,20.272647857666016,14.88070297241211,-3.8736209869384766,3.4992899894714355,0.0005997260425470112,0.01050843987200493,1.0424285450530555,0.0,0.0,0.0,0.0
66,150,1500000000.0,48.2880585193634,0.005387407727539539,0.0027019919361919165,4.992901736500244e-08,-0.0038737417198717594,0.008143561892211437,8.349298354914936e-07,0.1308678239583969,-0.015866436064243317,0.000133514404296875,0.030154351145029068,0.1947178840637207,-0.00016362527094315737,19.750194549560547,15.072609901428223,-3.8815574645996094,3.0170509815216064,-0.005330561163880684,-0.012350556851230203,1.0422262882538493,0.0,0.0,0.0,0.0
67,152,1520000000.0,49.04826283454895,0.0002128361229551956,-0.006530750542879105,7.858711796870921e-07,0.009636862203478813,-1.3373513866099529e-05,-3.296496799976012e-07,-0.07532261312007904,-0.11944147944450378,3.814697265625e-06,0.17431554198265076,-0.11817251890897751,-3.898490103892982e-05,20.224037170410156,15.272248268127441,-3.881690740585327,2.9026100635528564,0.01438999695911867,0.0004840361319599989,1.0419901184911684,0.0,0.0,0.0,0.0
68,154,1540000000.0,49.62781071662903,-0.006841790396720171,-0.00046330486657097936,-1.266255139853456e-06,0.0003089193778578192,-0.010141813196241856,4.6973113398962596e-07,-0.12815648317337036,0.07529720664024353,9.5367431640625e-06,-0.11850950121879578,-0.18730543553829193,-3.1094088626559824e-05,20.312612533569336,14.832000732421875,-3.881690740585327,3.2018024921417236,-3.164709014747765e-05,0.015156803661091522,1.0418194028708077,0.0,0.0,0.0,0.0
69,156,1560000000.0,50.38005328178406,0.002509690122678876,0.006678999401628971,1.8299032262802939e-06,-0.010006917640566826,0.004244319628924131,6.300861059571616e-07,0.13029074668884277,0.0908285528421402,1.9073486328125e-06,-0.12883663177490234,0.1987570822238922,-1.2966334907105193e-05,19.736541748046875,14.835618019104004,-3.881690740585327,3.635664463043213,-0.014695933989028728,-0.006789995756476731,1.0416171964564809,0.0,0.0,0.0,0.0
70,158,1580000000.0,51.17240262031555,0.0048331632278859615,-0.0061378781683743,-2.7994605034109554e-07,0.009313102811574936,0.00699081365019083,-1.4908131333868369e-06,0.013541276566684246,-0.1696769893169403,5.7220458984375e-06,0.2536151707172394,0.011912628076970577,1.9055898974329466e-06,20.033796310424805,15.396507263183594,-3.881690740585327,2.287698268890381,0.01424170973548331,-0.009935886862663898,1.0411973290804417,0.0,0.0,0.0,0.0
71,160,1600000000.0,51.757184743881226,-0.006362898275256157,-0.005185298155993223,-3.060311826175166e-07,0.007507906295359135,-0.00970738846808672,1.6562543123654905e-06,-0.17843300104141235,-0.016760047525167465,3.814697265625e-06,0.016253922134637833,-0.26678621768951416,1.81308150786208e-05,20.437255859375,15.029229164123535,-3.881690740585327,2.726774215698242,0.010671540359007914,0.014842708349255324,1.0410969863157962,0.0,0.0,0.0,0.0
72,162,1620000000.0,52.347723722457886,-0.005462807137519121,0.006582655943930149,-6.92835783411283e-07,-0.010230662301182747,-0.007904288358986378,-1.8787650333251804e-06,-0.01748712547123432,0.18799492716789246,7.62939453125e-06,-0.2809404730796814,-0.016916930675506592,3.5634919186122715e-05,20.0506534576416,14.598867416381836,-3.881690740585327,3.4358503818511963,-0.015643190301316532,0.011238791430592861,1.0406517040642342,0.0,0.0,0.0,0.0
73,164,1640000000.0,52.93609666824341,0.006965928245335817,0.005896930117160082,-1.7118065298582508e-10,-0.008450414054095745,0.010686534456908703,2.0600223251676653e-06,0.19772784411907196,0.020536409690976143,1.9073486328125e-06,-0.020973116159439087,0.2955153286457062,3.881941665895283e-05,19.59832763671875,15.00110912322998,-3.8816792964935303,2.974370241165161,-0.012010910097351342,-0.01633717464271344,1.040538180505278,0.0,0.0,0.0,0.0
74,166,1660000000.0,53.52005696296692,0.006291987374424934,-0.007253527175635099,6.777161587478986e-08,0.011083406396210194,0.009100930765271187,-2.2857411750010215e-06,0.02533932402729988,-0.20772665739059448,3.814697265625e-06,0.3104425370693207,0.027695992961525917,3.981222471338697e-05,20.012910842895508,15.481231689453125,-3.881664514541626,2.214218854904175,0.01696339432512253,-0.012961888078501339,1.0399907169360423,0.0,0.0,0.0,0.0
75,168,1680000000.0,54.047646045684814,-0.006398364901542664,-0.00779461907222867,1.749876332723943e-06,0.011342006735503674,-0.009887278079986572,2.293238821948762e-06,-0.21013090014457703,-0.06229042261838913,0.0,0.0824156180024147,-0.31574109196662903,3.8996855437289923e-05,20.51252555847168,15.125493049621582,-3.8816466331481934,2.8415088653564453,0.016330764766089235,0.015254075302407247,1.039883831544062,0.0,0.0,0.0,0.0
76,170,1700000000.0,54.63328170776367,-0.008318373002111912,0.006634552031755447,-1.2870515320173581e-06,-0.010305928997695446,-0.012039925903081894,-2.5309263946837746e-06,-0.06742236763238907,0.22068747878074646,-1.9073486328125e-06,-0.3314515948295593,-0.08957336097955704,3.678526627481915e-05,20.156442642211914,14.521133422851562,-3.8816285133361816,3.3078603744506836,-0.01590817817304897,0.0173403692859477,1.0392097407079186,0.0,0.0,0.0,0.0
77,172,1720000000.0,55.17563343048096,0.005919485352933407,0.009640419855713844,2.3021686956781195e-06,-0.01393806654959917,0.00908813625574112,2.3401653379551135e-06,0.22018550336360931,0.10030824691057205,-4.76837158203125e-06,-0.13826292753219604,0.3321344256401062,3.711860699695535e-05,19.539264678955078,14.828293800354004,-3.881606340408325,2.82761287689209,-0.02020127009913862,-0.014144993724447179,1.0390742087145584,0.0,0.0,0.0,0.0
78,174,1740000000.0,55.764498472213745,0.009963425807654858,-0.005993336904793978,-3.0267606234701816e-06,0.009528600610792637,0.014710666611790657,-2.5713397917570546e-06,0.10615041851997375,-0.2315639704465866,-5.7220458984375e-06,0.34902423620224,0.14640752971172333,3.839040800812654e-05,19.838207244873047,15.543023109436035,-3.881587028503418,2.526608943939209,0.01482940940003976,-0.021316730824533628,1.0382686731820605,0.0,0.0,0.0,0.0
79,176,1760000000.0,59.233587980270386,-0.08103293180465698,-0.0013522687368094921,2.5494997316855006e-05,-0.07340463250875473,-0.001207055989652872,-8.41022210806841e-06,-0.6387500166893005,0.36205241084098816,0.10352516174316406,0.4799060821533203,-0.272003173828125,-0.04521023482084274,30.027143478393555,9.984508514404297,-3.8109047412872314,4.336791038513184,0.0012327541056600646,0.07507159193767163,1.038795696573178,0.0,0.0,0.0,0.0
80,178,1780000000.0,59.84453773498535,0.0014809599379077554,0.007538915146142244,2.039721039182041e-06,-0.006994395516812801,-0.010957052931189537,-2.423559408271103e-06,-0.0492158867418766,0.09055998176336288,0.0038433074951171875,-0.18199199438095093,-0.03831850364804268,-0.008514108136296272,30.1192684173584,9.707430839538574,-3.7989654541015625,4.300520420074463,-0.005439939536794833,0.009003331206497354,1.0391153053910467,0.0,0.0,0.0,0.0
81,180,1800000000.0,61.03359007835388,0.004926275461912155,-0.003962189424782991,-4.4904666651746084e-07,0.006135368254035711,0.007237059995532036,-8.993537221613224e-07,0.040991466492414474,-0.1317547708749771,0.000156402587890625,0.1977432370185852,0.05454038456082344,-0.00012944347690790892,29.965600967407227,10.274962425231934,-3.80961537361145,3.91237211227417,0.009465179040811305,-0.01041306607868041,1.0387890605727705,0.0,0.0,0.0,0.0
